nodename,batch,solution,version,git,task,data,timestamp,action,stderr,ret
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_1e2_0_0,1544026421.11314,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_1e2_0_0,1544026431.72795,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_1e2_0_0,1544026431.73482,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_1e2_0_0,1544026530.0214,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_1e2_0_0,1544026530.03121,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_1e2_0_0,1544027627.54122,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_1e1_0_0,1544027627.56383,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_1e1_0_0,1544027640.29979,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_1e1_0_0,1544027640.30673,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_1e1_0_0,1544027764.01394,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_1e1_0_0,1544027764.02289,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_1e1_0_0,1544029220.83458,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_2e0_0_0,1544029220.86689,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_2e0_0_0,1544029236.31336,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_2e0_0_0,1544029236.32021,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_2e0_0_0,1544029392.38988,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_2e0_0_0,1544029392.39994,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_2e0_0_0,1544030991.58957,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_1e2_0_1,1544030991.64932,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e7_1e2_0_1,1544031002.09465,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_1e2_0_1,1544031002.10481,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e8_1e2_0_1,1544031085.35281,finish,0,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_1e2_0_1,1544031085.36246,start,,
mr-0xc11,1544008625,pydatatable,0.7.0,7207d46e99da39dda000a0892067f90ce64046a6,groupby,G1_1e9_1e2_0_1,1544031712.62936,finish,0,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e7_1e2_0_0,1544031712.69874,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e8_1e2_0_0,1544031712.75203,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_1e2_0_0,1544031712.77525,start,,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_1e2_0_0,1544034766.75974,finish,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e7_1e1_0_0,1544034767.16939,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e8_1e1_0_0,1544034767.22224,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_1e1_0_0,1544034767.27484,start,,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_1e1_0_0,1544037776.25947,finish,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e7_2e0_0_0,1544037776.48552,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e8_2e0_0_0,1544037776.53396,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_2e0_0_0,1544037776.57724,start,,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_2e0_0_0,1544040962.74808,finish,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e7_1e2_0_1,1544040963.06595,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e8_1e2_0_1,1544040963.13584,skip,2,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_1e2_0_1,1544040963.18506,start,,
mr-0xc11,1544008625,spark,2.4.0,,groupby,G1_1e9_1e2_0_1,1544043797.07314,finish,2,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_0,1544043797.25778,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_0,1544043797.32273,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_0,1544043797.33418,start,,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_0,1544047832.74218,finish,46,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e1_0_0,1544047833.46526,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e1_0_0,1544047833.50735,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e1_0_0,1544047833.51822,start,,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e1_0_0,1544051703.5965,finish,46,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_2e0_0_0,1544051706.10203,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_2e0_0_0,1544051706.18337,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_2e0_0_0,1544051706.22899,start,,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_2e0_0_0,1544055549.73532,finish,46,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_1,1544055550.73622,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_1,1544055551.73821,skip,0,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_1,1544055551.76694,start,,
mr-0xc11,1544008625,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_1,1544058986.03892,finish,46,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_1e2_0_0,1544072495.31079,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_1e2_0_0,1544072502.96565,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_1e1_0_0,1544072502.97948,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_1e1_0_0,1544072513.23746,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_2e0_0_0,1544072513.2573,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_2e0_0_0,1544072531.67271,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_1e2_0_1,1544072531.68366,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e7_1e2_0_1,1544072538.84815,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_1e2_0_0,1544072538.86189,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_1e2_0_0,1544072601.03381,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_1e1_0_0,1544072601.04769,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_1e1_0_0,1544072698.83408,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_2e0_0_0,1544072698.84797,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_2e0_0_0,1544072904.8473,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_1e2_0_1,1544072904.86134,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e8_1e2_0_1,1544072958.03379,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_1e2_0_0,1544072958.04787,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_1e2_0_0,1544073740.2364,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_1e1_0_0,1544073740.25035,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_1e1_0_0,1544074984.1763,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_2e0_0_0,1544074984.19011,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_2e0_0_0,1544077249.59967,finish,0,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_1e2_0_1,1544077249.63413,start,,
mr-0xc11,1544072228,data.table,1.11.9,da98fb20fa4c5789d2cc326bd940a961460cc128,groupby,G1_1e9_1e2_0_1,1544077903.81133,finish,0,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_1e2_0_0,1544077903.82847,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_1e2_0_0,1544077914.86828,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_1e1_0_0,1544077914.88218,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_1e1_0_0,1544077938.34081,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_2e0_0_0,1544077938.35489,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_2e0_0_0,1544077987.78113,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_1e2_0_1,1544077987.79276,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e7_1e2_0_1,1544077997.34346,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_1e2_0_0,1544077997.3574,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_1e2_0_0,1544078163.03411,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_1e1_0_0,1544078163.04415,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_1e1_0_0,1544078442.93746,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_2e0_0_0,1544078442.95147,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_2e0_0_0,1544078981.6592,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_1e2_0_1,1544078981.673,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e8_1e2_0_1,1544079129.02049,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_1e2_0_0,1544079129.03293,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_1e2_0_0,1544081165.13418,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_1e1_0_0,1544081165.14805,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_1e1_0_0,1544084597.30359,finish,1,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_2e0_0_0,1544084597.34424,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_2e0_0_0,1544085671.80665,finish,6,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_1e2_0_1,1544085671.88661,start,,
mr-0xc11,1544072228,dplyr,0.7.99.9000,7cd7afce21dc12a0345723a0c26925e2ba351a44,groupby,G1_1e9_1e2_0_1,1544087482.17943,finish,1,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_1e2_0_0,1544087482.19692,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_1e2_0_0,1544087502.65363,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_1e1_0_0,1544087502.66659,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_1e1_0_0,1544087527.27266,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_2e0_0_0,1544087527.2849,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_2e0_0_0,1544087574.2662,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_1e2_0_1,1544087574.27864,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e7_1e2_0_1,1544087591.56029,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_1e2_0_0,1544087591.5744,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_1e2_0_0,1544087800.10447,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_1e1_0_0,1544087800.11848,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_1e1_0_0,1544088121.97059,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_2e0_0_0,1544088121.98377,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_2e0_0_0,1544088765.1168,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_1e2_0_1,1544088765.13082,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e8_1e2_0_1,1544088961.43344,finish,2,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_1e2_0_0,1544088961.44755,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_1e2_0_0,1544089554.74978,finish,8,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_1e1_0_0,1544089554.793,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_1e1_0_0,1544090181.81958,finish,8,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_2e0_0_0,1544090181.90839,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_2e0_0_0,1544090800.82878,finish,8,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_1e2_0_1,1544090800.90128,start,,
mr-0xc11,1544072228,pandas,0.23.4,,groupby,G1_1e9_1e2_0_1,1544091419.55705,finish,8,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_1e2_0_0,1544091419.71242,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_1e2_0_0,1544091431.9302,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_1e1_0_0,1544091431.93697,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_1e1_0_0,1544091444.14888,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_2e0_0_0,1544091444.15567,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_2e0_0_0,1544091459.37782,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_1e2_0_1,1544091459.38483,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e7_1e2_0_1,1544091469.67979,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_1e2_0_0,1544091469.68666,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_1e2_0_0,1544091569.45243,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_1e1_0_0,1544091569.46162,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_1e1_0_0,1544091692.47739,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_2e0_0_0,1544091692.48834,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_2e0_0_0,1544091849.54401,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_1e2_0_1,1544091849.55419,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e8_1e2_0_1,1544091933.57809,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_1e2_0_0,1544091933.59165,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_1e2_0_0,1544093044.41057,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_1e1_0_0,1544093044.4689,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_1e1_0_0,1544094492.80461,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_2e0_0_0,1544094492.86089,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_2e0_0_0,1544096119.17126,finish,0,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_1e2_0_1,1544096119.21635,start,,
mr-0xc11,1544072228,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,groupby,G1_1e9_1e2_0_1,1544096745.8691,finish,0,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e7_1e2_0_0,1544096745.98381,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e7_1e1_0_0,1544096746.05627,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e7_2e0_0_0,1544096746.06832,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e7_1e2_0_1,1544096746.08724,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e8_1e2_0_0,1544096746.10772,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e8_1e1_0_0,1544096746.12974,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e8_2e0_0_0,1544096746.14099,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e8_1e2_0_1,1544096746.15804,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e9_1e2_0_0,1544096746.17615,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e9_1e1_0_0,1544096746.20381,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e9_2e0_0_0,1544096746.21582,skip,2,
mr-0xc11,1544072228,spark,2.4.0,,groupby,G1_1e9_1e2_0_1,1544096746.22789,skip,2,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_0,1544096746.24406,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e1_0_0,1544096746.28846,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_2e0_0_0,1544096746.30027,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_1,1544096746.31234,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_0,1544096746.32451,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e1_0_0,1544096746.33635,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_2e0_0_0,1544096746.34803,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_1,1544096746.3599,skip,0,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_0,1544096746.37204,skip,46,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e1_0_0,1544096746.38461,skip,46,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_2e0_0_0,1544096746.40851,skip,46,
mr-0xc11,1544072228,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_1,1544096746.43576,skip,46,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_1e2_0_0,1544096746.45244,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_1e2_0_0,1544096830.97365,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_1e1_0_0,1544096830.98589,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_1e1_0_0,1544096932.54644,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_2e0_0_0,1544096932.55998,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_2e0_0_0,1544097184.33783,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_1e2_0_1,1544097184.35175,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e7_1e2_0_1,1544097248.1,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_1e2_0_0,1544097248.1125,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_1e2_0_0,1544097796.38824,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_1e1_0_0,1544097796.40095,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_1e1_0_0,1544099157.88539,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_2e0_0_0,1544099157.89822,start,,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_2e0_0_0,1544108189.81391,finish,0,
mr-0xc11,1544072228,juliadf,0.15.1,,groupby,G1_1e8_1e2_0_1,1544108189.82783,start,,
